MEDIA_ID,MEDIA_NAME,CNT,TIME(2017/12/19 11:22:29.872),TIMETICK(f=2050785),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
126,black,13,0.21036,154344936793,0.37442,0.46138,0.00000,0.21036,1,1,0.49569,0.46096,1,-0.61667,0.09000,0,,0.24457,0.46228,25.21969,1.12373,1,0.49631,0.42349,25.87716,1.13241,1,0,0.00000,5,,
126,black,32,0.51761,154345566947,0.48775,0.44602,0.22641,0.29120,2,1,0.49324,0.42980,1,-0.61667,0.09000,0,,0.24337,0.46211,25.63102,1.16672,1,0.49554,0.42316,26.18352,1.16672,1,0,0.00000,5,,
127,cross,33,0.53357,154346694533,0.47742,0.44144,0.00000,0.53357,1,1,0.46105,0.43903,1,-0.61667,0.09000,0,,0.24486,0.46196,24.48790,1.14129,1,0.49676,0.42297,23.22686,1.13261,1,0,0.00000,5,,
128,NewMedia2,3,0.04868,154346827542,0.48254,0.44089,0.00000,0.04867,1,1,0.66960,0.46798,1,-0.61667,0.09000,0,,0.25145,0.46241,23.71988,1.11505,1,0.50298,0.42451,23.72677,1.11505,1,0,0.00000,5,,
128,NewMedia2,34,0.55002,154347855666,0.68923,0.47158,0.11340,0.43661,2,1,0.76995,0.45412,1,-0.61667,0.09000,0,,0.25688,0.46325,22.48346,1.14936,1,0.50863,0.42604,23.10632,1.15804,1,0,0.00000,5,,
128,NewMedia2,60,0.97067,154348718334,0.76014,0.47687,0.56616,0.40451,3,1,0.71142,0.50261,1,-0.61667,0.09000,0,,0.25314,0.46294,22.08382,1.12428,1,0.50524,0.42493,22.86549,1.11657,1,0,0.00000,5,,
128,NewMedia2,91,1.47202,154349746464,0.26556,0.45588,1.08389,0.38812,4,1,0.31019,0.48401,1,-0.61667,0.09000,0,,0.24010,0.46234,21.44091,1.08266,1,0.49192,0.42309,22.80118,1.07495,1,0,0.00000,5,,
128,NewMedia2,108,1.74695,154350310292,0.25075,0.46492,1.48825,0.25870,5,1,0.20878,0.47767,1,-0.61667,0.09000,0,,0.23625,0.46316,21.30672,1.09809,1,0.48823,0.42367,22.26562,1.09809,1,0,0.00000,5,,
128,NewMedia2,128,2.07040,154350973632,0.19954,0.46964,1.76306,0.30734,6,1,0.28702,0.46356,0,-0.61667,0.09000,0,,0.23871,0.46292,18.77224,1.13200,0,0.49166,0.42349,20.64414,1.13200,0,50,0.00000,5,,
128,NewMedia2,165,2.66891,154352201032,0.65242,0.45640,2.37769,0.29123,7,1,0.47791,0.39621,1,-0.61667,0.09000,0,,0.24533,0.46227,20.79976,1.14977,1,0.49805,0.42306,20.40049,1.14977,1,0,0.00000,6,,
128,NewMedia2,185,2.99289,154352865491,0.28108,0.43803,2.73361,0.25928,8,1,0.28868,0.45897,1,-0.61667,0.09000,0,,0.23768,0.46359,21.23656,1.12352,1,0.48949,0.42397,22.36057,1.13220,1,0,0.00000,6,,
129,black,31,0.49991,154353925678,0.28440,0.45313,0.00000,0.49991,1,1,0.34154,0.45254,1,-0.61667,0.09000,0,,0.24531,0.46360,21.50101,1.15825,1,0.49693,0.42508,21.49435,1.15825,1,0,0.00000,6,,
130,cross,14,0.22644,154354489780,0.40968,0.43029,0.00000,0.22644,2,1,0.49176,0.41861,1,-0.61667,0.09000,0,,0.24629,0.46252,23.92661,1.14977,1,0.49824,0.42332,23.41591,1.14977,1,0,0.00000,6,,
130,cross,32,0.51767,154355087023,0.48894,0.43325,0.24255,0.27512,3,1,0.49572,0.42983,1,-0.61667,0.09000,0,,0.24553,0.46325,24.15835,1.14068,1,0.49743,0.42332,23.29217,1.14936,1,0,0.00000,6,,
131,NewMedia2,4,0.06461,154355252635,0.46510,0.43067,0.00000,0.06461,1,1,0.32099,0.41457,1,-0.61667,0.09000,0,,0.24025,0.46339,22.88033,1.16672,1,0.49158,0.42370,24.27418,1.16672,1,0,0.00000,6,,
131,NewMedia2,27,0.43665,154356015591,0.29538,0.46559,0.12946,0.30719,2,1,0.25214,0.58918,1,-0.61667,0.09000,0,,0.23690,0.46572,22.27739,1.12393,1,0.48824,0.42562,23.62540,1.13261,1,0,0.00000,6,,
131,NewMedia2,40,0.64691,154356446798,0.40726,0.54293,0.45282,0.19409,3,1,0.70173,0.54311,1,-0.61667,0.09000,0,,0.25129,0.46449,22.32939,1.09809,1,0.50212,0.42494,22.40209,1.10678,1,0,0.00000,6,,
131,NewMedia2,64,1.03513,154357242965,0.74373,0.50074,0.71164,0.32349,4,1,0.77901,0.49322,1,-0.61667,0.09000,0,,0.25390,0.46314,21.42478,1.06723,1,0.50560,0.42404,22.14570,1.06723,1,0,0.00000,6,,
131,NewMedia2,84,1.35855,154357906220,0.75120,0.48705,1.05130,0.30725,5,1,0.71293,0.47469,1,-0.61667,0.09000,0,,0.25241,0.46356,21.57971,1.11546,1,0.50412,0.42434,22.04522,1.10678,1,0,0.00000,5,,
131,NewMedia2,98,1.58499,154358370655,0.57760,0.46937,1.37469,0.21030,6,1,0.25888,0.46233,1,-0.61667,0.09000,0,,0.23935,0.46327,21.24787,1.10885,1,0.49054,0.42386,22.02183,1.11657,1,0,0.00000,5,,
131,NewMedia2,121,1.95694,154359133410,0.26608,0.51556,1.64975,0.30719,7,1,0.26509,0.63086,1,-0.61667,0.09000,0,,0.23722,0.46718,20.75905,1.14068,1,0.48863,0.42736,21.63471,1.14068,1,0,0.00000,5,,
131,NewMedia2,143,2.31302,154359863632,0.27872,0.59559,1.97321,0.33981,8,1,0.60376,0.51651,1,-0.60781,0.08917,0,,0.24990,0.46527,19.87724,1.12414,1,0.50118,0.42679,21.85037,1.11546,1,0,0.00000,5,,
131,NewMedia2,154,2.49081,154360228256,0.73277,0.55347,2.37759,0.11322,9,1,0.73946,0.59645,0,-0.58802,0.08917,0,,0.25288,0.46573,20.44415,1.15804,0,0.50440,0.42971,16.32701,1.16672,0,51,0.00000,5,,
131,NewMedia2,186,3.00833,154361289564,0.74432,0.49700,2.70099,0.30734,10,1,0.74291,0.50976,1,-0.47969,0.09000,0,,0.24929,0.46225,21.71761,1.14129,1,0.50120,0.42574,22.08284,1.14129,1,0,0.00000,6,,
132,black,29,0.46924,154362285158,0.73448,0.50789,0.00000,0.46924,1,1,0.50128,0.49313,1,-0.45521,0.08000,0,,0.24347,0.46448,20.80708,1.14936,1,0.49461,0.42873,20.81896,1.14068,1,0,0.00000,6,,
133,cross,16,0.25870,154362948153,0.43141,0.45988,0.00000,0.25870,2,1,0.48052,0.43670,1,-0.45521,0.08000,0,,0.24203,0.45993,23.28657,1.15033,1,0.49406,0.42319,22.07034,1.13393,1,0,0.00000,6,,
133,cross,33,0.53375,154363512256,0.48062,0.44436,0.27490,0.25885,3,1,0.55633,0.46492,1,-0.45521,0.08000,0,,0.25005,0.46193,22.32861,1.13200,1,0.50250,0.42611,23.67321,1.13200,1,0,0.00000,6,,
134,NewMedia2,1,0.01633,154363578733,0.50490,0.44478,0.00000,0.01633,1,1,0.73659,0.46524,1,-0.45521,0.08000,0,,0.25657,0.46255,22.64802,1.13200,1,0.50788,0.42721,23.48400,1.13200,1,0,0.00000,6,,
134,NewMedia2,42,0.67935,154364938510,0.72228,0.45228,0.08081,0.59854,2,1,0.67880,0.47358,1,-0.45521,0.08000,0,,0.25166,0.46304,20.70246,1.14109,1,0.50329,0.42629,21.44257,1.13241,1,0,0.00000,6,,
134,NewMedia2,55,0.88968,154365369812,0.43301,0.45242,0.69553,0.19415,3,1,0.25768,0.44439,1,-0.45521,0.08000,0,,0.23981,0.46411,21.60215,1.13282,1,0.49116,0.42657,23.22444,1.13282,1,0,0.00000,6,,
134,NewMedia2,81,1.31024,154366232321,0.29492,0.45155,0.95428,0.35596,4,1,0.35383,0.43563,1,-0.45521,0.08000,0,,0.24396,0.46407,21.66553,1.16672,1,0.49521,0.42670,22.20045,1.16672,1,0,0.00000,5,,
134,NewMedia2,94,1.52054,154366663551,0.54646,0.43029,1.32642,0.19412,5,1,0.65719,0.42523,1,-0.45521,0.08000,0,,0.25518,0.46400,22.28484,1.14936,1,0.50625,0.42777,22.63635,1.14068,1,0,0.00000,5,,
134,NewMedia2,112,1.81168,154367260606,0.68130,0.44400,1.53668,0.27499,6,1,0.73149,0.47421,1,-0.45521,0.08000,0,,0.25876,0.46321,22.55803,1.14936,1,0.50988,0.42733,22.70787,1.14068,1,0,0.00000,5,,
134,NewMedia2,152,2.45868,154368587478,0.71643,0.47298,1.82779,0.63089,7,1,0.60952,0.46829,1,-0.45521,0.08000,0,,0.25303,0.46333,22.51506,1.13200,1,0.50437,0.42635,24.31780,1.14068,1,0,0.00000,5,,
134,NewMedia2,185,2.99231,154369681876,0.27862,0.46973,2.52328,0.46902,8,1,0.27137,0.47789,1,-0.45521,0.08000,0,,0.24197,0.46436,21.40465,1.13221,1,0.49318,0.42649,22.79345,1.13221,1,0,0.00000,5,,
135,black,22,0.35574,154370444561,0.28819,0.45773,0.00000,0.35574,1,1,0.42026,0.42682,1,-0.42188,0.13750,0,,0.24914,0.46281,20.60816,1.12393,1,0.49833,0.42570,14.45277,1.11525,1,0,0.00000,5,,
135,black,33,0.53506,154370812360,0.53505,0.44805,0.42175,0.11331,2,1,0.53201,0.41516,1,-0.41094,0.15583,0,,0.25084,0.46313,21.40207,1.15804,1,0.50235,0.42674,22.39275,1.14936,1,0,0.00000,5,,
136,cross,16,0.25772,154371373348,0.51397,0.43192,0.00000,0.25772,1,1,0.48212,0.43855,1,-0.55208,0.11417,0,,0.25044,0.46353,23.48306,1.15029,1,0.50201,0.42647,22.56827,1.15029,1,0,0.00000,5,,
136,cross,31,0.50049,154371871184,0.48762,0.43125,0.27408,0.22641,2,1,0.49468,0.41791,1,-0.55208,0.11417,0,,0.25251,0.46371,23.42562,1.14957,1,0.50396,0.42640,21.05252,1.15825,1,0,0.00000,5,,
137,NewMedia2,11,0.17783,154372268916,0.50568,0.42577,0.00000,0.17783,1,1,0.65261,0.43420,1,-0.58177,0.12333,0,,0.25877,0.46373,21.79175,1.15825,1,0.50972,0.42827,21.83942,1.15825,1,0,0.00000,4,,
137,NewMedia2,29,0.46915,154372866399,0.71259,0.46973,0.24368,0.22546,2,1,0.78432,0.46233,1,-0.78906,0.06167,0,,0.26376,0.46345,21.92068,1.15804,1,0.51474,0.42829,21.92481,1.15804,1,0,0.00000,4,,
137,NewMedia2,44,0.71161,154373363581,0.74716,0.54533,0.48529,0.22632,3,1,0.70251,0.62182,1,-0.88073,0.08000,0,,0.25978,0.46644,21.52197,1.16672,1,0.51059,0.43051,21.53936,1.15804,1,0,0.00000,4,,
137,NewMedia2,72,1.16464,154374292707,0.24734,0.51490,0.82498,0.33966,4,1,0.25871,0.60214,1,-0.95260,0.10333,0,,0.24461,0.46684,21.87991,1.12373,1,0.49554,0.42960,21.76905,1.13241,1,0,0.00000,4,,
137,NewMedia2,97,1.56897,154375121851,0.27652,0.58842,1.18063,0.38834,5,1,0.40021,0.52326,1,-0.95260,0.10333,0,,0.24847,0.46514,22.98223,1.12352,1,0.49925,0.42708,20.19424,1.12352,1,0,0.00000,4,,
137,NewMedia2,114,1.84387,154375685619,0.54065,0.48342,1.63354,0.21033,6,1,0.66526,0.45555,1,-0.95260,0.10333,0,,0.25703,0.46393,22.46232,1.14977,1,0.50810,0.42713,22.61813,1.14977,1,0,0.00000,4,,
137,NewMedia2,135,2.18350,154376382132,0.66474,0.47243,1.85999,0.32352,7,1,0.65385,0.62241,1,-0.94583,0.10833,0,,0.25659,0.46738,23.30812,1.12373,1,0.50766,0.43053,22.85825,1.13241,1,0,0.00000,4,,
137,NewMedia2,155,2.50714,154377045859,0.71808,0.65136,2.24829,0.25885,8,1,0.75267,0.65240,1,-0.87135,0.09833,0,,0.25781,0.46479,22.54047,1.14957,1,0.50892,0.42826,23.29466,1.15825,1,0,0.00000,4,,
137,NewMedia2,159,2.57162,154377178083,0.70822,0.63981,2.52325,0.04837,9,1,0.58064,0.56331,1,-0.83698,0.07917,0,,0.25442,0.46249,22.92358,1.14977,1,0.50610,0.42607,23.52907,1.14977,1,0,0.00000,4,,
137,NewMedia2,186,3.00839,154378073789,0.32777,0.45207,2.63647,0.37192,10,1,0.39938,0.61727,1,-0.80104,0.06583,0,,0.24826,0.46525,20.94060,1.15804,1,0.49903,0.42850,22.61020,1.14936,1,0,0.00000,4,,
137,NewMedia2,186,3.00839,154378073789,0.32777,0.45207,2.63647,0.37192,10,1,0.39938,0.61727,1,-0.80104,0.06583,0,,0.24826,0.46525,20.94060,1.15804,1,0.49903,0.42850,22.61020,1.14936,1,0,0.00000,4,,
138,black,18,0.29117,154378704084,0.39712,0.56438,0.04852,0.24265,2,1,0.36599,0.49734,1,-0.81042,0.27000,0,,0.24710,0.46490,22.00781,1.15825,1,0.49846,0.42758,21.91480,1.15825,1,0,0.00000,4,,
138,black,33,0.53372,154379201524,0.38221,0.50820,0.30746,0.22626,3,1,0.38294,0.49551,1,-0.81198,0.42917,0,,0.24755,0.46485,22.65755,1.14936,1,0.49899,0.42735,22.66878,1.15804,1,0,0.00000,3,,
139,cross,7,0.11328,154379467281,0.39949,0.49527,0.00000,0.11328,1,1,0.47956,0.45808,1,-0.80990,0.46417,0,,0.25232,0.46460,24.10632,1.12373,1,0.50396,0.42796,23.10343,1.13241,1,0,0.00000,3,,
139,cross,32,0.51758,154380296408,0.46587,0.42944,0.12943,0.38815,2,1,0.49330,0.39630,1,-0.80781,0.47250,0,,0.25536,0.46446,23.55956,1.14936,1,0.50678,0.42720,22.00874,1.14068,1,0,0.00000,3,,
140,NewMedia2,3,0.04840,154380428884,0.47059,0.42537,0.00000,0.04840,1,1,0.50564,0.39420,1,-0.80781,0.47250,0,,0.25580,0.46382,21.69641,1.15804,1,0.50733,0.42752,21.31811,1.15804,1,0,0.00000,3,,
140,NewMedia2,18,0.29120,154380926818,0.60170,0.42485,0.06464,0.22656,2,1,0.68692,0.43738,1,-0.80781,0.47250,0,,0.25929,0.46492,22.37148,1.12414,1,0.51043,0.42855,22.57705,1.12414,1,0,0.00000,3,,
140,NewMedia2,40,0.64700,154381656507,0.71895,0.45478,0.30722,0.33978,3,1,0.73974,0.44029,1,-0.78906,0.44500,0,,0.25958,0.46626,21.93694,1.15033,1,0.51080,0.42956,22.92892,1.13393,1,0,0.00000,3,,
140,NewMedia2,51,0.82489,154382021303,0.73635,0.49274,0.66315,0.16174,4,1,0.70892,0.56975,0,-0.73854,0.39167,0,,0.25969,0.46623,20.74896,1.11642,0,0.51112,0.43037,20.71180,1.13282,0,52,0.00000,3,,
140,NewMedia2,80,1.29398,154382983269,0.60286,0.46071,1.08356,0.21042,5,1,0.55022,0.46731,1,-0.73854,0.39167,0,,0.25250,0.46579,24.18786,1.12352,1,0.50424,0.42818,24.59387,1.12352,1,0,0.00000,4,,
140,NewMedia2,113,1.82767,154384077804,0.29737,0.44854,1.40714,0.42053,6,1,0.32851,0.44865,1,-0.73854,0.39167,0,,0.24551,0.46544,21.74664,1.14129,1,0.49701,0.42787,22.73978,1.14129,1,0,0.00000,4,,
140,NewMedia2,129,2.08643,154384608451,0.38619,0.45252,1.84375,0.24268,7,1,0.70034,0.46533,1,-0.73854,0.39167,0,,0.25861,0.46552,22.15492,1.11525,1,0.50938,0.42893,22.62794,1.10657,1,0,0.00000,4,,
140,NewMedia2,156,2.52322,154385504242,0.77907,0.49347,2.15118,0.37204,8,1,0.80623,0.50989,1,-0.73854,0.39167,0,,0.26102,0.46629,22.81007,1.12352,1,0.51235,0.42951,23.92810,1.11581,1,0,0.00000,4,,
140,NewMedia2,185,2.99234,154386466264,0.79688,0.50569,2.53931,0.45303,9,1,0.79978,0.54250,1,-0.73854,0.39167,0,,0.26672,0.46610,23.89778,1.08266,1,0.51812,0.43084,24.99851,1.07495,1,0,0.00000,4,,
141,black,30,0.48486,154387494170,0.78569,0.50225,0.00000,0.48486,1,1,0.67937,0.46641,1,-0.73854,0.39167,0,,0.26271,0.46618,25.53556,1.11753,1,0.51424,0.42962,25.89610,1.11753,1,0,0.00000,4,,
142,cross,18,0.29111,154388223952,0.50998,0.45307,0.00000,0.29111,2,1,0.47985,0.45482,1,-0.73854,0.39167,0,,0.25220,0.46549,26.43005,1.12373,1,0.50339,0.42791,26.54403,1.13241,1,0,0.00000,4,,
142,cross,33,0.53387,154388721819,0.47129,0.45081,0.30737,0.22650,3,1,0.47324,0.43174,1,-0.73854,0.39167,0,,0.25264,0.46619,24.91579,1.16672,1,0.50404,0.42823,23.89148,1.16672,1,0,0.00000,4,,
143,NewMedia2,10,0.16177,154389086615,0.45381,0.44616,0.00000,0.16178,1,1,0.31036,0.43694,1,-0.73854,0.39167,0,,0.24852,0.46559,22.41365,1.14068,1,0.49940,0.42777,24.56850,1.13200,1,0,0.00000,4,,
143,NewMedia2,37,0.59851,154389982262,0.28637,0.43438,0.22678,0.37173,2,1,0.25022,0.46786,1,-0.73854,0.39167,0,,0.24452,0.46654,21.72681,1.13221,1,0.49563,0.42868,22.86568,1.13221,1,0,0.00000,4,,
143,NewMedia2,51,0.82492,154390446584,0.37326,0.44807,0.61469,0.21024,3,1,0.67820,0.43838,1,-0.73854,0.39167,0,,0.25842,0.46574,23.01361,1.14130,1,0.50877,0.42868,23.06525,1.14130,1,0,0.00000,4,,
143,NewMedia2,87,1.40707,154391640447,0.69705,0.48507,0.88956,0.51752,4,1,0.76982,0.52452,1,-0.73854,0.39167,0,,0.25935,0.46671,22.61721,1.10657,1,0.51040,0.42957,23.69159,1.10657,1,0,0.00000,4,,
143,NewMedia2,122,1.97330,154392801664,0.77963,0.49613,1.42334,0.54996,5,1,0.80614,0.48859,1,-0.73854,0.39167,0,,0.25462,0.46770,22.66254,1.11505,1,0.50577,0.42876,23.95432,1.11505,1,0,0.00000,3,,
143,NewMedia2,127,2.05423,154392967638,0.73484,0.47591,1.98944,0.06479,6,1,0.63898,0.44681,1,-0.73854,0.39167,0,,0.25035,0.46738,22.46584,1.09056,1,0.50199,0.42820,23.85876,1.09924,1,0,0.00000,3,,
143,NewMedia2,168,2.71725,154394327300,0.33492,0.44211,2.11880,0.59845,7,1,0.43553,0.41858,1,-0.73854,0.39167,0,,0.24626,0.46574,23.05106,1.15825,1,0.49762,0.42630,21.20961,1.15825,1,0,0.00000,3,,
143,NewMedia2,186,3.00848,154394924601,0.43438,0.42579,2.73349,0.27499,8,1,0.43370,0.38973,1,-0.73854,0.39167,0,,0.24778,0.46668,24.85635,1.16672,1,0.49894,0.42729,21.95119,1.16672,1,0,0.00000,3,,
144,black,11,0.17795,154395322580,0.44966,0.42834,0.00000,0.17795,1,1,0.50935,0.42418,1,-0.73854,0.39167,0,,0.25103,0.46579,25.45381,1.15825,1,0.50241,0.42795,25.18631,1.15825,1,0,0.00000,3,,
144,black,32,0.51749,154396018904,0.52030,0.43029,0.19412,0.32336,2,1,0.52741,0.41962,1,-0.73854,0.39167,0,,0.24550,0.46500,25.87408,1.16672,1,0.49743,0.42671,25.33726,1.16672,1,0,0.00000,3,,
145,cross,32,0.51755,154397113656,0.52342,0.43139,0.00000,0.51755,1,1,0.47592,0.42516,1,-0.73854,0.39167,0,,0.25538,0.46467,25.39368,1.12393,1,0.50707,0.42698,23.98882,1.13261,1,0,0.00000,3,,
146,NewMedia2,1,0.01608,154397180041,0.52123,0.43064,0.00000,0.01609,1,1,0.48317,0.39094,1,-0.73854,0.39167,0,,0.25469,0.46462,25.11963,1.14977,1,0.50637,0.42645,23.66705,1.14977,1,0,0.00000,3,,
146,NewMedia2,18,0.29111,154397744026,0.43804,0.40224,0.03241,0.25870,2,1,0.32104,0.42634,1,-0.73854,0.39167,0,,0.24353,0.46712,22.89124,1.14068,1,0.49483,0.42842,23.79292,1.14068,1,0,0.00000,3,,
146,NewMedia2,44,0.71158,154398606326,0.30162,0.44539,0.30728,0.40430,3,1,0.26337,0.48893,1,-0.73854,0.39167,0,,0.24534,0.46791,21.28845,1.09285,1,0.49653,0.42985,22.29425,1.08417,1,0,0.00000,3,,
146,NewMedia2,62,1.00278,154399203483,0.29755,0.48829,0.72910,0.27368,4,1,0.58069,0.42590,1,-0.73854,0.39167,0,,0.25432,0.46746,21.71159,1.15825,1,0.50571,0.43058,22.99672,1.15825,1,0,0.00000,3,,
146,NewMedia2,93,1.50433,154400232094,0.72347,0.48568,1.06744,0.43689,5,1,0.79704,0.45821,1,-0.73854,0.39167,0,,0.26046,0.46630,22.50207,1.15804,1,0.51135,0.42928,23.28432,1.16672,1,0,0.00000,3,,
146,NewMedia2,113,1.82767,154400895183,0.74242,0.48805,1.52039,0.30728,6,1,0.61937,0.48654,1,-0.73854,0.39167,0,,0.25620,0.46607,21.46422,1.12393,1,0.50688,0.42924,22.69285,1.13261,1,0,0.00000,3,,
146,NewMedia2,126,2.03796,154401326448,0.44561,0.47248,1.84396,0.19400,7,1,0.23299,0.46658,1,-0.73854,0.39167,0,,0.24514,0.46627,21.29083,1.13261,1,0.49587,0.42892,23.59430,1.14130,1,0,0.00000,3,,
146,NewMedia2,148,2.39374,154402056077,0.24896,0.50660,2.10272,0.29102,8,1,0.25316,0.58662,1,-0.73854,0.39167,0,,0.24575,0.46916,20.74203,1.13282,1,0.49667,0.43138,22.41354,1.13282,1,0,0.00000,3,,
147,black,9,0.14551,154403648178,0.27453,0.64646,0.00000,0.14551,1,1,0.47621,0.48628,1,-0.73854,0.39167,0,,0.25117,0.46727,21.64729,1.16672,1,0.50211,0.42934,19.71024,1.16672,1,0,0.00000,3,,
147,black,33,0.53375,154404444391,0.47026,0.48580,0.21030,0.32346,2,1,0.47795,0.48122,1,-0.73854,0.39167,0,,0.25354,0.46745,23.11600,1.14977,1,0.50462,0.42996,20.26803,1.14977,1,0,0.00000,3,,
148,cross,12,0.19412,154404875666,0.47517,0.47290,0.00000,0.19412,1,1,0.49185,0.45045,1,-0.73854,0.39167,0,,0.25599,0.46686,23.76089,1.12393,1,0.50720,0.43004,22.87084,1.11525,1,0,0.00000,3,,
148,cross,31,0.50150,154405506006,0.49571,0.41700,0.21033,0.29117,2,1,0.50748,0.43043,1,-0.73854,0.39167,0,,0.25722,0.46583,22.55994,1.14068,1,0.50862,0.42945,22.32803,1.14068,1,0,0.00000,3,,
149,NewMedia2,4,0.06494,154405671995,0.50982,0.41849,0.00000,0.06494,1,1,0.67297,0.45143,1,-0.73854,0.39167,0,,0.26235,0.46541,22.41062,1.14130,1,0.51310,0.42973,23.14931,1.14130,1,0,0.00000,3,,
149,NewMedia2,43,0.69574,154406965615,0.70684,0.47081,0.12946,0.56628,2,1,0.66664,0.49745,1,-0.73854,0.39167,0,,0.25879,0.46613,21.46800,1.12393,1,0.50956,0.42933,23.31348,1.11525,1,0,0.00000,3,,
149,NewMedia2,58,0.93817,154407462774,0.60528,0.46650,0.71185,0.22632,3,1,0.34659,0.44064,1,-0.73854,0.39167,0,,0.24914,0.46630,22.16779,1.14089,1,0.49954,0.42882,23.71034,1.14957,1,0,0.00000,3,,
149,NewMedia2,82,1.32635,154408258883,0.30718,0.46440,1.00296,0.32339,4,1,0.27715,0.44404,1,-0.73854,0.39167,0,,0.24535,0.46698,22.16104,1.15825,1,0.49623,0.42901,24.39400,1.15825,1,0,0.00000,3,,
149,NewMedia2,106,1.71457,154409054997,0.29552,0.46303,1.34259,0.37198,5,1,0.45202,0.47118,1,-0.73854,0.39167,0,,0.25155,0.46651,22.53418,1.15825,1,0.50237,0.42837,21.00356,1.15825,1,0,0.00000,3,,
149,NewMedia2,123,1.99142,154409622786,0.57660,0.49678,1.77924,0.21219,6,1,0.75463,0.52265,1,-0.73854,0.39167,0,,0.25997,0.46665,22.42779,1.12373,1,0.51096,0.42980,22.84811,1.13241,1,0,0.00000,3,,
149,NewMedia2,152,2.45856,154410580793,0.72058,0.49605,2.05429,0.40427,7,1,0.66047,0.48049,1,-0.73854,0.39167,0,,0.25923,0.46746,22.12437,1.13221,1,0.51005,0.43113,22.67648,1.13221,1,0,0.00000,3,,
149,NewMedia2,186,3.00848,154411708564,0.67707,0.48618,2.47476,0.53372,8,1,0.68361,0.49670,1,-0.73854,0.39167,0,,0.26401,0.46669,22.87720,1.14068,1,0.51496,0.43146,23.49437,1.14936,1,0,0.00000,3,,
150,black,24,0.38806,154412537985,0.67635,0.48069,0.00000,0.38806,1,1,0.49471,0.43941,1,-0.73854,0.39167,0,,0.25480,0.46788,23.04834,1.15825,1,0.50605,0.43025,23.96093,1.15825,1,0,0.00000,3,,
150,black,32,0.51749,154412803432,0.44854,0.47011,0.45282,0.06467,2,1,0.45082,0.46374,1,-0.73854,0.39167,0,,0.25322,0.46730,24.13428,1.16672,1,0.50388,0.42919,21.77727,1.16672,1,0,0.00000,3,,
151,cross,15,0.24261,154413334249,0.48044,0.44792,0.00000,0.24262,1,1,0.51678,0.43768,1,-0.73854,0.39167,0,,0.25426,0.46623,25.14635,1.15825,1,0.50523,0.42881,25.42157,1.15825,1,0,0.00000,3,,
151,cross,33,0.53360,154413931031,0.49610,0.41153,0.25873,0.27487,2,1,0.48213,0.38637,1,-0.73854,0.39167,0,,0.25317,0.46668,23.90818,1.16672,1,0.50400,0.42837,23.25808,1.16672,1,0,0.00000,3,,
152,NewMedia2,2,0.03241,154414030664,0.49144,0.40852,0.00000,0.03241,1,1,0.44516,0.39585,1,-0.73854,0.39167,0,,0.25332,0.46674,23.57209,1.16672,1,0.50412,0.42827,22.70453,1.16672,1,0,0.00000,3,,
152,NewMedia2,18,0.29117,154414561314,0.40145,0.40740,0.04865,0.24252,2,1,0.27755,0.42584,1,-0.73854,0.39167,0,,0.24721,0.46629,22.04562,1.13221,1,0.49786,0.42850,24.01054,1.13221,1,0,0.00000,3,,
152,NewMedia2,40,0.64706,154415291164,0.31897,0.44152,0.30728,0.33978,3,1,0.65602,0.46204,1,-0.73854,0.39167,0,,0.25730,0.46688,21.19109,1.12373,1,0.50773,0.42958,21.77170,1.13241,1,0,0.00000,3,,
152,NewMedia2,73,1.18091,154416385959,0.71298,0.47077,0.71164,0.46927,4,1,0.76604,0.48685,1,-0.73854,0.39167,0,,0.26263,0.46717,21.75387,1.11505,1,0.51335,0.43120,22.41772,1.11505,1,0,0.00000,3,,
152,NewMedia2,80,1.29398,154416617857,0.59309,0.46516,1.19708,0.09689,5,1,0.27100,0.47781,1,-0.73854,0.39167,0,,0.24915,0.46815,21.30056,1.14936,1,0.49922,0.43182,23.09374,1.14068,1,0,0.00000,3,,
152,NewMedia2,108,1.74692,154417546746,0.26824,0.49692,1.35876,0.38815,6,1,0.27205,0.57832,1,-0.73854,0.39167,0,,0.24980,0.47040,20.49189,1.13261,1,0.50033,0.43414,21.72995,1.14130,1,0,0.00000,3,,
152,NewMedia2,131,2.11896,154418309707,0.27350,0.58856,1.76297,0.35599,7,1,0.50172,0.47912,1,-0.73854,0.39167,0,,0.25166,0.46815,20.76920,1.14936,1,0.50261,0.43083,20.37764,1.15804,1,0,0.00000,3,,
152,NewMedia2,159,2.57175,154419238280,0.65516,0.46794,2.18372,0.38803,8,1,0.73126,0.45203,1,-0.73854,0.39167,0,,0.26045,0.46625,21.45080,1.14068,1,0.51121,0.43008,21.97601,1.13200,1,0,0.00000,3,,
152,NewMedia2,185,2.99240,154420100944,0.71330,0.48680,2.58865,0.40375,9,1,0.71160,0.49467,1,-0.73854,0.39167,0,,0.25992,0.46677,22.41636,1.13200,1,0.51083,0.43023,22.91903,1.13200,1,0,0.00000,3,,
